step,x,y,speed,action,progress,on_track
795,238.55652127390167,390.33058113457975,14.780740781939878,"[True, False, False, False, False]",1652.9893131375316,True
796,240.55340791365853,390.4603159638842,15.008224079185446,"[True, False, False, False, False]",1655.0947364142012,True
797,242.58073971132762,390.58898796690517,15.235582594664313,"[True, False, False, False, False]",1657.200269865878,True
798,244.638487418021,390.7167147316596,15.462809770043275,"[True, False, False, False, False]",1659.30605669006,True
799,246.72662205680206,390.843607821816,15.689899843143701,"[True, False, False, False, False]",1661.4122623130866,True
800,248.84511490984164,390.96977308277235,15.916847751099343,"[True, False, False, False, False]",1663.519052054073,True
801,250.99393750622565,391.0953109321843,16.143649045617348,"[True, False, False, False, False]",1665.6265671965705,True
802,253.17306161038132,391.2203166357356,16.370299818782684,"[True, False, False, False, False]",1667.7348990488304,True
803,255.38245921109066,391.3448805688988,16.596796638054094,"[True, False, False, False, False]",1669.844067271825,True
804,257.62210251106126,391.46908846539833,16.823136489278813,"[True, False, False, False, False]",1671.9540063974641,True
805,259.8919639170261,391.59302165305206,17.04931672670793,"[True, False, False, False, False]",1674.064564527636,True
806,262.1920160303455,391.71675727763176,17.275335029127742,"[True, False, False, False, False]",1676.1755157923972,True
807,264.52223163808577,391.84036851535154,17.50118936133778,"[True, False, False, False, False]",1678.2865856440521,True
808,266.8825837045503,391.96392477456186,17.726877940306064,"[True, False, False, False, False]",1680.3974830731843,True
809,269.27304536324,392.08749188719736,17.952399205418516,"[True, False, False, False, False]",1684.617734638733,True
810,271.6935899092213,392.21113229049917,18.177751792314304,"[True, False, False, False, False]",1686.7267432616047,True
811,274.1441907918816,392.33490519950567,18.40293450986393,"[True, False, False, False, False]",1688.834928707799,True
812,276.62482160805126,392.45886677078084,18.62794631990313,"[True, False, False, False, False]",1690.942353150445,True
813,279.13545609547464,392.5830702578248,18.852786319384762,"[True, False, False, False, False]",1693.0491620316193,True
814,281.676068126612,392.7075661585898,19.077453724653246,"[True, False, False, False, False]",1697.2617961360168,True
815,284.2466317027555,392.83240235550255,19.301947857583453,"[True, False, False, False, False]",1699.3681213008235,True
816,286.84712094844326,392.95762424837255,19.52626813335783,"[True, False, False, False, False]",1701.474788588567,True
817,289.47751010615644,393.08327488054965,19.750414049684007,"[True, False, False, False, False]",1703.5820240013115,True
818,292.1377735312849,393.2093950586721,19.974385177279416,"[True, False, False, False, False]",1705.6900112651695,True
819,294.82788568734793,393.3360234663317,20.198181151470934,"[True, False, False, False, False]",1709.90867910657,True
820,297.5478211414571,393.46319677196453,20.421801664776158,"[True, False, False, False, False]",1712.019405778112,True
821,300.2975545600086,393.59094973126093,20.645246460349487,"[True, False, False, False, False]",1714.1309842779779,True
822,303.0770607045937,393.719315284373,20.868515326189954,"[True, False, False, False, False]",1718.3562122875444,True
823,305.88631442811624,393.84832464818385,21.09160809002087,"[True, False, True, False, False]",1720.4695857747656,True
824,308.72475090984005,393.9635758914365,21.305815020298255,"[True, False, True, False, False]",1722.583294051471,True
825,311.58969300167735,394.051408176123,21.497161047788545,"[True, False, False, False, False]",1726.8113253856186,True
826,314.4812691515208,394.1130280579837,21.691744795206173,"[True, False, False, False, False]",1728.925512483467,True
827,317.3996001021638,394.14958094878926,21.889198943452296,"[True, False, False, False, False]",1731.0397566799015,True
828,320.3447992836635,394.162154222335,22.08919514621753,"[True, False, False, False, False]",1735.2683283424287,True
829,323.316973185771,394.15178016265094,22.291440051249257,"[True, False, False, False, False]",1737.3826325174057,True
830,326.31622171144136,394.11943876244277,22.495671689811857,"[True, False, False, False, False]",1741.611253684063,True
831,329.34263851238444,394.06606037937223,22.70165620930659,"[True, False, False, False, False]",1743.72556668276,True
832,332.39631130756925,393.99252825739836,22.909184923454088,"[True, False, False, False, False]",1745.839879700667,True
833,335.4773221855472,393.899680920035,23.118071654614933,"[True, False, False, False, False]",1750.0685057364813,True
834,338.585747891417,393.7883144420305,23.328150343524612,"[True, False, False, False, False]",1752.1828187543883,True
835,341.72166009921034,393.65918460564666,23.539272902785097,"[True, False, False, False, False]",1756.4114447902025,True
836,344.88512567044046,393.51300894739836,23.75130729175832,"[True, False, False, False, False]",1758.5257578081096,True
837,348.07620689951506,393.3504687008193,23.96413579194866,"[True, False, False, False, False]",1762.7543838439237,True
838,351.2949617466817,393.17221064053496,24.177653463468896,"[True, False, False, False, False]",1764.8686968618308,True
839,354.5414440591387,392.978848832657,24.391766764702204,"[True, False, False, False, False]",1769.097322897645,True
840,357.81570378091334,392.7709662962577,24.60639231876295,"[True, False, False, False, False]",1771.211635915552,True
841,361.11778715207674,392.54911658044153,24.821455811793914,"[True, False, False, False, False]",1775.4402613246268,True
842,364.44773689783847,392.3138252613016,25.036891009499787,"[True, False, False, False, False]",1779.6688758878188,True
843,367.8055924080342,392.0655913628307,25.2526388795949,"[True, False, False, False, False]",1781.7831723883226,True
844,371.19138990749457,391.8048887056504,25.468646809032297,"[True, False, False, False, False]",1786.0117026327625,True
845,374.60516261775877,391.5321671872247,25.68486790597863,"[True, False, False, False, False]",1788.1258999834392,True
846,378.046940910572,391.2478539970386,25.90126037750719,"[True, False, False, False, False]",1792.3539749960835,True
847,381.51675245358496,390.9523547700464,26.117786974901176,"[True, False, False, False, False]",1796.5811530060598,True
848,385.0146223486506,390.6460546815242,26.334414499296344,"[True, False, False, False, False]",1798.694141243421,True
849,388.54057326309515,390.3293194863045,26.551113361150602,"[True, False, False, False, False]",1802.918234824996,True
850,392.0946255543191,390.00249650521727,26.767857187713428,"[True, False, False, False, False]",1807.1389913983596,True
851,395.67679738806874,389.66591556142055,26.98462247328627,"[True, False, False, False, False]",1809.247958549473,True
852,399.2871048506977,389.3198898691649,27.20138826762066,"[True, False, False, False, False]",1813.4633269464316,True
853,402.92556205572555,388.96471687740933,27.4181358983004,"[True, False, False, False, False]",1817.6763828685214,True
854,406.59218124498244,388.600679070581,27.634848723401433,"[True, False, False, False, False]",1821.8889842928481,True
855,410.28697288461444,388.228044728657,27.85151191112448,"[True, False, False, False, False]",1823.9957103598886,True
856,414.0099457562115,387.8470686486335,28.068112243453644,"[True, False, False, False, False]",1828.210910846814,True
857,417.76110704330506,387.4579928293451,28.28463794121515,"[True, False, False, False, False]",1832.42885079973,True
858,421.5404624134712,387.0610471214945,28.5010785081964,"[True, False, False, False, False]",1836.648775322712,True
859,425.3480160962617,386.6564498446618,28.71742459224124,"[True, False, False, False, False]",1838.758890415627,True
860,429.18377095717614,386.24440837296885,28.93366786146498,"[True, False, False, False, False]",1842.9778580769346,True
861,433.04772856787474,385.8251196909927,29.14980089393609,"[True, False, False, False, False]",1847.1930953638334,True
862,436.9398892728242,385.3987709214383,29.365817079352553,"[True, False, False, False, False]",1851.402723390728,True
863,440.860252252557,384.9655398260055,29.58171053140196,"[True, False, False, True, False]",1855.6060090650951,True
864,444.73053072148485,384.5534752996848,29.191145212213595,"[True, False, False, True, True]",1859.8040299130334,True
865,448.628457963601,384.17174288488087,29.374309331464595,"[True, False, False, False, False]",1863.9999883444852,True
866,452.5540728888254,383.81886220954607,29.560826676693225,"[True, False, False, False, False]",1866.0985312176701,True
867,456.5074112756797,383.4934280561333,29.75032837031518,"[True, False, False, False, False]",1870.2990594110918,True
868,460.4885059312868,383.1941065437864,29.94248363758321,"[True, False, True, False, False]",1874.5058283192882,True
869,464.498639172171,382.9002971359252,30.15661548484547,"[True, False, True, False, False]",1878.7191537195436,True
870,468.4562437389062,382.59811708012154,29.76843129001339,"[True, False, False, False, True]",1882.9381427962583,True
871,472.3614732478173,382.28855482731126,29.381096893954922,"[True, False, False, True, True]",1887.161264908292,True
872,476.2161421706266,381.99147529807476,28.99574955494234,"[True, False, False, True, True]",1891.386711537587,True
873,480.0190086753309,381.72492897088557,28.591472217937824,"[True, False, False, False, True]",1893.4997319281651,True
874,483.80729731658676,381.48054191050886,28.471224813696896,"[False, False, True, False, False]",1897.7252661415096,True
875,487.6246807729654,381.2392844408157,28.687496685996006,"[True, False, True, False, False]",1901.9487827944552,True
876,491.46923429918354,380.9823522904376,28.898470278793503,"[True, False, True, False, False]",1906.169038773055,True
877,495.2146196817864,380.70494208778155,28.167336220653574,"[False, False, False, False, True]",1910.3855929323015,True
878,498.8613849219885,380.40970530569234,27.440225180357746,"[False, False, False, True, True]",1912.4926130655829,True
879,502.4138988655138,380.1138973439383,26.736061675035472,"[False, False, True, True, True]",1916.7047839473676,True
880,505.95199171884906,379.81170498216727,26.63231018906048,"[False, False, True, False, False]",1920.915431970544,True
881,509.4720576303192,379.4892072165152,26.511061308148186,"[False, False, True, False, False]",1923.0204722866465,True
882,512.9684538899266,379.13412363734136,26.357854660845774,"[False, False, True, False, False]",1927.230204018543,True
883,516.3543154468437,378.74413319320473,25.561856258659475,"[False, False, True, False, True]",1931.4391009318977,True
884,519.6217789086666,378.3132170698785,24.718168370807504,"[False, False, True, False, True]",1933.5428635537912,True
885,522.7625374212614,377.83806577330887,23.82372702549141,"[False, False, True, False, True]",1937.7477978504342,True
886,525.768278337152,377.31794401556624,22.87807982914865,"[False, False, True, False, True]",1939.848376626723,True
887,528.7098447436317,376.74085699574107,22.482295975059312,"[False, False, True, False, False]",1944.0440981081279,True
888,531.5779872044197,376.10713496583185,22.029894898624192,"[False, False, True, False, False]",1946.1384475509587,True
889,534.3639027359123,375.41891890825116,21.522473750523076,"[False, False, True, False, False]",1948.2297093295974,True
890,537.0595034831764,374.6800017071859,20.962818001184758,"[False, False, True, False, False]",1952.3988750984981,True
891,539.6576492772539,373.89563343299415,20.354722488216623,"[False, False, True, False, False]",1954.4734369315042,True
892,542.1523397856898,373.07229785189514,19.702832903521927,"[False, False, True, False, False]",1958.5892788756034,True
893,544.5388632700202,372.2174676676949,19.012505895088527,"[False, False, True, False, False]",1960.623618798353,True
894,546.8139002785433,371.33934617926377,18.2896857284623,"[False, False, True, False, False]",1964.6276887658282,True
895,548.9914322914786,370.41112333744445,17.753378164961006,"[True, False, True, False, False]",1966.592831517639,True
896,551.0677022300392,369.44103257134554,17.187887553842724,"[True, False, True, False, False]",1972.351769084662,False
897,552.645723156163,368.63828502203665,13.278503078484386,"[True, False, True, False, False]",1974.2415547168887,False
898,553.840639619679,367.97515386375073,10.249425164015964,"[True, False, True, True, False]",1978.0191526733931,False
899,554.7449314320819,367.4226441310322,7.947914891871476,"[True, False, False, True, False]",1979.9213618397735,True
900,555.6045530898203,366.83767443946664,7.798337327007911,"[True, False, False, True, False]",1981.840006786576,True
901,556.4273583730749,366.2172249227364,7.728880591918102,"[True, False, True, False, False]",1981.840006786576,True
902,557.2097023559791,365.5644565963967,7.641791903379297,"[True, False, False, True, False]",1983.7784994789163,True
903,557.9594658559356,364.87670139617205,7.630683411287839,"[True, False, False, True, False]",1985.7384092751795,True
904,558.6847785402784,364.1523956104871,7.687764731705238,"[True, False, True, False, False]",1987.7196763157747,True
905,559.3807486117262,363.3934956993555,7.722827663490981,"[True, False, True, False, False]",1987.7196763157747,True
906,560.042842772702,362.60252355772826,7.736298558361805,"[True, False, True, False, False]",1989.7209668350163,True
907,560.6669470039637,361.7825033743315,7.728782542350844,"[True, False, True, False, False]",1989.7209668350163,True
908,561.2494164524651,360.93689243882096,7.701037517045839,"[True, False, False, False, False]",1991.7400535960276,True
909,561.7921368268072,360.06543768505037,7.699760196492663,"[True, False, False, True, False]",1991.7400535960276,True
910,562.3026557486967,359.16464110376893,7.765539442828348,"[True, False, False, True, False]",1993.774174967538,True
911,562.7888641621032,358.2320830682181,7.887715131154563,"[True, False, True, False, False]",1995.820344367414,True
912,563.2455393335331,357.2700670625525,7.986802812380222,"[True, False, True, False, False]",1995.820344367414,True
913,563.6678804368402,356.28151560470644,8.062433693979468,"[True, False, True, False, False]",1997.8755851911096,True
914,564.0515777414292,355.2698974368446,8.11455268786984,"[True, False, True, False, False]",1997.8755851911096,True
915,564.3928692255718,354.239147439423,8.143374956442923,"[True, False, False, False, False]",1999.9370999222808,True
916,564.6934254999887,353.1887491263664,8.194142805791108,"[True, False, False, False, False]",1999.9370999222808,True
917,564.9548326952604,352.1182134397986,8.264919616062333,"[True, False, False, False, False]",2002.0023988970993,True
918,565.178596753108,351.0270773557372,8.353829498995864,"[True, False, False, False, False]",2002.0023988970993,True
919,565.3661474996785,349.91490256062036,8.45908258799812,"[True, False, False, False, False]",2004.0693945852147,True
920,565.518842511907,348.78127419506603,8.578993727974337,"[True, False, False, False, False]",2004.0693945852147,True
921,565.6379707874675,347.62579966144955,8.711994782650248,"[True, False, False, False, False]",2006.1364503028567,True
922,565.7247562282911,346.4481074920568,8.856641232463419,"[True, False, False, False, False]",2008.2024114789208,True
923,565.7803609471215,345.247846274736,9.011613989404848,"[True, False, False, False, False]",2008.2024114789208,True
924,565.8058884060977,344.02468363312704,9.175717441604393,"[True, False, False, False, False]",2010.2666026577476,True
925,565.8023863958965,342.7783052586962,9.347874707292823,"[True, False, True, False, False]",2010.2666026577476,True
926,565.7643828324697,341.51274374148124,9.495989950433337,"[True, False, True, False, False]",2012.3287985597242,True
927,565.6871080059913,340.23266089057,9.618098673866932,"[True, False, False, False, False]",2014.3891685401695,True
928,565.5718373265722,338.93741797915294,9.752715571184991,"[True, False, False, False, False]",2014.3891685401695,True
929,565.4197819891457,337.6264098288708,9.898474870439324,"[True, False, False, False, False]",2016.448205641637,True
930,565.2320922351379,336.2990631046726,10.05413190247965,"[True, False, True, False, False]",2018.50665034852,True
931,565.004084516171,334.96059045926785,10.18315670655703,"[True, False, False, False, False]",2018.50665034852,True
932,564.7369765237428,333.61024849211753,10.32379865008433,"[True, False, False, False, False]",2020.56541184677,True
933,564.4319247549915,332.247332614308,10.474781156554304,"[True, False, False, False, False]",2022.62548180305,True
934,564.0900276208386,330.87117507608264,10.63494504664021,"[True, False, False, False, False]",2022.62548180305,True
935,563.7123283962364,329.48114309457605,10.803243299145478,"[True, False, False, False, False]",2024.6878518918184,True
936,563.2998180205461,328.07663707665984,10.978734467066277,"[True, False, False, False, False]",2026.7534245512893,True
937,562.8534377556542,326.6570889320683,11.16057527675085,"[True, False, True, False, False]",2026.7534245512893,True
938,562.3680620293114,325.2284045285439,11.316624520304963,"[True, False, True, False, False]",2028.82293241665,True
939,561.839560888496,323.79701719840955,11.443788790871126,"[True, False, False, False, False]",2030.8968545420155,True
940,561.2690924617414,322.36191738462924,11.58245205929118,"[True, False, False, False, False]",2030.8968545420155,True
941,560.6577568707658,320.92214773315686,11.731371053410681,"[True, False, False, False, False]",2032.9753881985005,True
942,560.0065991765572,319.4768004402905,11.889416579859315,"[True, False, False, False, False]",2035.0584565988786,True
943,559.316612175798,318.02501473478134,12.055567739491796,"[True, False, False, False, False]",2035.0584565988786,True
944,558.5887390552323,316.56597448785243,12.228905177949226,"[True, False, False, False, False]",2037.145733704458,True
945,557.823875911191,315.0989059446288,12.40860378342908,"[True, False, False, False, False]",2039.236724849046,True
946,557.0228741411264,313.62307557081164,12.593925160407894,"[True, False, False, False, False]",2041.330838450068,True
947,556.1865427136568,312.1377880087417,12.784210130938147,"[True, False, False, False, False]",2041.330838450068,True
948,555.3156503232933,310.64238413729606,12.978871447700243,"[True, False, True, False, False]",2043.4274432918533,True
949,554.4052402016421,309.14429178532055,13.147753030906312,"[True, False, True, False, False]",2045.5259082593482,True
950,553.4516004317506,307.65138275355724,13.286237167307808,"[True, False, True, False, False]",2047.625621794515,True
951,552.4522872085097,306.17178141594155,13.390907205956294,"[True, False, False, False, False]",2049.725994918384,True
952,551.4083431244608,304.7039628936507,13.508977150631516,"[True, False, False, False, False]",2049.725994918384,True
953,550.3207588305396,303.2464804507846,13.639064302772027,"[True, False, False, False, False]",2051.826467344665,True
954,549.1904756738916,301.79796152416174,13.779904720026453,"[True, False, False, False, False]",2053.926513742439,True
955,548.0183882016877,300.35710395480265,13.930348209729248,"[True, False, False, False, False]",2056.0256716598833,True
956,546.8053465377466,298.922672410854,14.089352228408993,"[True, False, False, False, False]",2058.123584608208,True
957,545.5521586384253,297.49349499222825,14.255975072805725,"[True, False, False, False, False]",2060.2200389824498,True
958,544.2595924339113,296.068460007729,14.429368684407036,"[True, False, False, False, False]",2060.2200389824498,True
959,542.9283778607371,294.6465129158978,14.608771326284328,"[True, False, False, False, False]",2062.3150075287076,True
960,541.5592087910447,293.2266534212669,14.793500332295764,"[True, False, False, False, False]",2064.408668436989,True
961,540.1527448638433,291.8079327181228,14.982945076911069,"[True, False, True, False, False]",2066.501383208254,True
962,538.7057611614903,290.39972801937733,15.143319644317579,"[True, False, True, False, False]",2068.593648132777,True
963,537.2165315428464,289.01152370206404,15.269300236275479,"[True, False, False, False, False]",2070.6860134721455,True
964,535.6858108311615,287.6416843138058,15.406186383488341,"[True, False, False, False, False]",2072.7790007877925,True
965,534.1143166176797,286.2886579787528,15.55282710176476,"[True, False, False, False, False]",2074.8730305278223,True
966,532.5027311521353,284.95097215149815,15.708178555836307,"[True, False, False, False, False]",2074.8730305278223,True
967,530.8517031372112,283.6272295866957,15.871297000286035,"[True, False, False, False, False]",2076.9683867304793,True
968,529.1618494318403,282.31610451342084,16.041331485013274,"[True, False, False, False, False]",2079.065213728872,True
969,527.4337566679799,281.0163390038744,16.21751653745497,"[True, False, False, False, False]",2081.163538984021,True
970,525.6679827852543,279.72673952655686,16.399164984711085,"[True, False, False, False, False]",2083.263307040646,True
971,523.8650584876384,278.4461736745414,16.58566103569134,"[True, False, False, False, False]",2085.364419636135,True
972,522.0254886261429,277.1735670599511,16.776453707017936,"[True, False, False, False, False]",2087.4667670739514,True
973,520.149753511259,275.90790036619694,16.971050646612653,"[True, False, False, False, False]",2089.570238070754,True
974,518.2383101587324,274.6482065499625,17.169012385180206,"[True, False, True, False, False]",2091.674714047835,True
975,516.2889751352083,273.40549564563906,17.33820507415594,"[True, False, True, False, False]",2093.7800698667497,True
976,514.3012906936949,272.1906423866486,17.471552041681058,"[True, False, False, False, False]",2095.8861636787988,True
977,512.275741615972,271.0018558753988,17.614724295376355,"[True, False, False, False, False]",2097.9928342210137,True
978,510.21278922760024,269.8374364924783,17.766683269551613,"[True, False, False, False, False]",2100.0999042082262,True
979,508.11287258855975,268.6957712594847,17.92648957484245,"[True, False, False, False, False]",2102.207191095236,True
980,505.9764096234064,267.5753294374212,18.09329553020036,"[True, False, False, False, False]",2104.314514749581,True
981,503.80379819401617,266.4746583486945,18.266337792864146,"[True, False, False, False, False]",2108.528617975271,True
982,501.59541711783487,265.39237941135576,18.444930211745348,"[True, False, False, False, False]",2110.6351247256684,True
983,499.3516271344017,264.3271843748021,18.628456994757276,"[True, False, False, True, False]",2112.741134029095,True
984,497.07502888817487,263.26498258681454,18.841534889397806,"[True, False, False, True, False]",2114.8465856391153,True
985,494.7701390256376,262.19265318283914,19.06594946847571,"[True, False, False, False, False]",2119.0557454843515,True
986,492.43702604369594,261.1101012536074,19.290219962764343,"[True, False, True, False, False]",2121.1594985222455,True
987,490.0713897562001,260.02994337329744,19.504291966771962,"[True, False, True, False, False]",2123.2627773415156,True
988,487.6709821967761,258.96487424619454,19.695646452901254,"[True, False, False, True, False]",2127.4682710786537,True
989,485.23874055898824,257.90036058584167,19.912448753700783,"[True, False, False, True, False]",2129.5706907642116,True
990,482.7795763090683,256.82292598989545,20.136283645703138,"[True, False, False, True, False]",2131.673020581733,True
991,480.30015426109543,255.720409853766,20.351240702595955,"[True, False, False, True, False]",2135.8776366895895,True
992,477.8086395528185,254.5821831302916,20.543984907437746,"[True, False, False, False, False]",2137.9798899361326,True
993,475.3044040156497,253.4092344184073,20.73991302371035,"[True, False, False, False, False]",2142.183545990681,True
994,472.7868523859462,252.2025027566212,20.938661550768252,"[True, False, False, False, False]",2144.284345899971,True
995,470.32744915903896,250.9975450428863,20.54040011777076,"[True, False, False, True, True]",2146.383903989262,True
996,467.9347689258419,249.78617871752274,20.113885696983424,"[True, False, False, True, True]",2150.5772964210773,True
997,465.61772776967194,248.56272317021202,19.651607561577112,"[True, False, False, True, True]",2152.670160337242,True
998,463.38523831108307,247.32388368905512,19.148856360278575,"[True, False, False, True, True]",2156.846424430743,True
999,461.24589536106976,246.06858746342942,18.603261113071145,"[True, False, False, False, True]",2158.9295287956884,True
1000,459.1265721999182,244.76025658714374,18.679758946705363,"[True, False, False, False, False]",2163.086173894656,True
1001,457.09316687082963,243.4426858597737,18.172191785440823,"[True, False, False, True, True]",2165.1603416645644,True
1002,455.1537774165065,242.11592238280565,17.62345649521626,"[True, False, False, True, True]",2167.2323502375825,True
1003,453.31573278981716,240.78186076076258,17.03363513573731,"[True, False, False, True, True]",2171.3722675889594,True
1004,451.5853923744873,239.44399589725248,16.404199750645045,"[True, False, False, True, True]",2173.441536363004,True
1005,449.9679895674871,238.10716085510015,15.737709079263952,"[True, False, False, True, True]",2175.511325828283,True
1006,448.4063724415154,236.72577222937178,15.636884130713701,"[True, False, False, True, False]",2177.5823664557856,True
1007,446.90776665234523,235.30404735917568,15.492758038196165,"[True, False, False, False, False]",2179.6553176553566,True
1008,445.4687469965246,233.84251685978455,15.382953376708553,"[True, False, False, False, False]",2183.808813293103,True
1009,444.08606245031865,232.34168560598798,15.304982656843187,"[True, False, False, False, False]",2185.8897603903606,True
1010,442.756627321237,230.80203403873722,15.256417174169552,"[True, False, False, False, False]",2187.973402365624,True
1011,441.4775128490627,229.22401940541306,15.234905673977151,"[True, False, False, True, False]",2190.0594055729284,True
1012,440.25617310598045,227.61165906706555,15.170363718937104,"[True, False, False, True, False]",2192.147313092478,True
1013,439.09920822617596,225.96993519735616,15.06328835639646,"[True, False, False, True, False]",2194.236612918153,True
1014,438.01226067533935,224.30463601909784,14.914776017090839,"[True, False, False, False, False]",2196.326803887524,True
1015,436.9919343638813,222.6154293364325,14.800837178081615,"[True, False, False, False, False]",2198.417464383694,True
1016,436.0350055949311,220.90200105290887,14.719023057893834,"[True, False, False, False, False]",2198.417464383694,True
1017,435.1384143068893,219.16405425105356,14.66693032276267,"[True, False, False, False, False]",2200.5082854379853,True
1018,434.2992557608589,217.40130831870064,14.642221182812197,"[True, False, False, True, False]",2202.5991075450397,True
1019,433.5234674089681,215.61938206458004,14.576088869807458,"[True, False, False, True, False]",2204.6898981190975,True
1020,432.8159596354184,213.82457504483543,14.469168814633969,"[True, False, False, False, False]",2206.780742939645,True
1021,432.17367749674156,212.01605985996105,14.393853218531447,"[True, False, False, False, False]",2208.8717938984387,True
1022,431.5937209096296,210.19305232773993,14.347768761471366,"[True, False, False, False, False]",2210.9632116874905,True
1023,431.0733367843035,208.35480928685737,14.328606447680352,"[True, False, False, False, False]",2213.0551173772205,True
1024,430.6099115575062,206.5006265120915,14.33413982587449,"[True, False, False, False, False]",2215.147536863491,True
1025,430.2009641048202,204.62983673541288,14.362240351928891,"[True, False, False, False, False]",2217.2403796148246,True
1026,429.844139013038,202.7418077676133,14.410889494662822,"[True, False, False, True, False]",2219.333439853578,True
1027,429.5452601871612,200.84261912477413,14.419217749851413,"[True, False, False, True, False]",2219.333439853578,True
1028,429.3090530357092,198.93899078909683,14.38670217794788,"[True, False, False, False, False]",2221.4264164003075,True
1029,429.13298743981613,197.0297593216113,14.379993700982569,"[True, False, False, False, False]",2223.518956445322,True
1030,429.01466128777264,195.11382149722738,14.396911436672333,"[True, False, False, False, False]",2225.6107161368386,True
1031,428.95179397268083,193.19013124498088,14.435379362233611,"[True, False, False, False, False]",2227.7014172386175,True
1032,428.94222022042777,191.25769674371566,14.493436623544277,"[True, False, False, False, False]",2229.79089996642,True
1033,428.9838842311975,189.31557766530594,14.569244498396145,"[True, False, False, False, False]",2231.87915058463,True
1034,429.07483411859437,187.36288255792354,14.661090209231164,"[True, False, False, False, False]",2233.966315005384,True
1035,429.2132166312578,185.39876636223576,14.767387918519722,"[True, False, False, False, False]",2236.0526932135904,True
1036,429.3972721426196,183.42242805378132,14.886677321212547,"[True, False, False, True, False]",2238.1387134226743,True
1037,429.6330545074361,181.44069948344492,14.967793142781211,"[True, False, False, True, False]",2238.1387134226743,True
1038,429.9253831950242,179.46104951322616,15.008379033802882,"[True, False, False, False, False]",2240.2248881289497,True
1039,430.27225784270763,177.48211763254182,15.068269784208184,"[True, False, False, False, False]",2242.311769740684,True
1040,430.6717790084816,175.50261344868048,15.145644130911405,"[True, False, False, False, False]",2244.3999026235115,True
1041,431.1221430448011,173.52131312401144,15.238809147143867,"[True, False, False, False, False]",2246.4897710914806,True
1042,431.62163723277973,171.5370559941842,15.346200101705296,"[True, False, False, False, False]",2248.5817661741357,True
1043,432.1686351635716,169.54874135812383,15.46637814227238,"[True, False, False, False, False]",2250.67615309995,True
1044,432.76159235437774,167.5553254310955,15.598026236180132,"[True, False, False, False, False]",2252.773069269792,True
1045,433.39904208715956,165.55581845255372,15.739943787929349,"[True, False, False, False, False]",2254.872519567941,True
1046,434.0795914587449,163.5492819409136,15.89104031706842,"[True, False, False, False, False]",2256.9743820547656,True
1047,434.8019176315885,161.5348260877804,16.050328532030345,"[True, False, False, False, False]",2259.0784380399846,True
1048,435.5647642749929,159.51160728455272,16.21691708212956,"[True, False, False, False, False]",2261.1843926100037,True
1049,436.36693818711564,157.4788257746751,16.3900032164647,"[True, False, False, False, False]",2263.2919004831897,True
1050,437.20730608857724,155.43572342515657,16.568865528404515,"[True, False, False, False, False]",2265.40059767238,True
1051,438.08479157895414,153.38158161129692,16.75285691968256,"[True, False, False, False, False]",2267.5101288195583,True
1052,438.9983722478808,151.3157192088694,16.941397879823956,"[True, False, False, True, False]",2269.6201729015274,True
1053,439.95521584399046,149.24640679138673,17.0986899968018,"[True, False, False, False, False]",2271.730462944554,True
1054,440.95408823980273,147.1726547919834,17.263353665225683,"[True, False, False, False, False]",2273.8407952489188,True
1055,441.99381723060975,145.09352484565275,17.43458476930293,"[True, False, False, False, False]",2275.9510267511228,True
1056,443.07328938941623,143.00812718744712,17.611660166348535,"[True, False, False, False, False]",2278.061070711175,True
1057,444.1914470816478,140.91561818284984,17.793930677192286,"[True, False, False, False, False]",2282.2804039028642,True
1058,445.3472856315118,138.8151979836052,17.980814410907485,"[True, False, False, True, False]",2284.389624854416,True
1059,446.5475686994581,136.71613446682557,18.13503581056315,"[True, False, False, True, False]",2286.4984996371954,True
1060,447.79738608815836,134.62831482513946,18.249881720810293,"[True, False, False, False, False]",2288.606984867259,True
1061,449.09536263386326,132.55018282975993,18.37634031349503,"[True, False, False, False, False]",2290.715036895285,True
1062,450.44019211819824,130.4802620963544,18.513212116733953,"[True, False, False, False, False]",2292.8226232057254,True
1063,451.83063376646874,128.41715202831588,18.659407843428472,"[True, False, False, False, False]",2294.9297373124095,True
1064,453.2655089238509,126.3595239661166,18.813940914353097,"[True, False, False, False, False]",2299.1426967511256,True
1065,454.74369790043164,124.30611753227501,18.975919888315143,"[True, False, False, False, False]",2301.248704260473,True
1066,456.21724713588696,122.32047592118894,18.54505992388649,"[True, False, False, False, True]",2303.354541983812,True
1067,457.683657696278,120.40003735670743,18.122154587715183,"[True, False, False, False, True]",2305.460314774031,True
1068,459.14060847552656,118.54240192000854,17.70621975809143,"[True, False, False, True, True]",2307.5661038646813,True
1069,460.591699786575,116.75632640009559,17.259342724031765,"[True, False, False, True, True]",2309.6719386285017,True
1070,462.03838879461335,115.05011310258872,16.777338906080004,"[True, False, False, False, True]",2311.7777857491355,True
1071,463.52966042556085,113.35906702732018,16.910010192477316,"[True, False, False, False, False]",2313.8835389807246,True
1072,465.0114234272626,111.7413652295281,16.4531961747041,"[True, False, False, False, True]",2315.9890103476405,True
1073,466.48107935208355,110.19347185730012,16.00834974754143,"[True, False, False, False, True]",2318.0939388534266,True
1074,467.9362190621959,108.71207293832032,15.573970471170762,"[True, False, False, True, True]",2320.197996243658,True
1075,469.37765136770406,107.30483909272361,15.108422255483735,"[True, False, False, True, True]",2322.300773395997,True
