model_name,x,y,speed,progress,thr,rev,brk,time
ppo_T3,475.70999941906666,501.3455256754645,99.86885871080312,4.221485982198884,1.0,0.0,0.0,0.04
ppo_T3,471.68779859693785,501.2475704856065,100.58483568844365,8.439239673596443,1.0,0.0,0.0,0.08
ppo_T3,467.63684113546674,501.1545914193932,101.30060914612773,12.653731763137715,1.0,0.0,0.0,0.12
ppo_T3,463.5571500399648,501.06633568974365,102.01613998693374,16.86645264661089,1.0,0.0,0.0,0.16
ppo_T3,459.4487482973392,500.9825633511603,102.73139333816229,21.079398009586463,1.0,0.0,0.0,0.2
ppo_T3,455.3116588761077,500.903046647377,103.44633809808622,25.294461884817235,1.0,0.0,0.0,0.24
ppo_T3,451.1459047264133,500.82756939214585,104.16094653153911,29.51289380746515,1.0,0.0,0.0,0.28
ppo_T3,446.9515087800386,500.7559263814805,104.87519390906314,33.73490806245803,1.0,0.0,0.0,0.32
ppo_T3,442.72849395042095,500.68792283575686,105.5890581849073,37.95970261919995,1.0,0.0,0.0,0.36
ppo_T3,438.4768831326671,500.62337387015606,106.30251970967754,42.18587463236319,1.0,0.0,0.0,0.3999999999999999
ppo_T3,434.1966992035674,500.5621039920077,107.01556097389445,46.41182243176803,1.0,0.0,0.0,0.4399999999999999
ppo_T3,429.88796502161097,500.5039466236694,107.72816637911994,50.63595256105219,1.0,0.0,0.0,0.4799999999999999
ppo_T3,425.5507034270001,500.4487436496426,108.44032203367595,54.85693498789338,1.0,0.0,0.0,0.5199999999999999
ppo_T3,421.1849372416649,500.3963449866964,109.15201557030043,59.074167442933934,1.0,0.0,0.0,0.5599999999999999
ppo_T3,416.790689269278,500.3466081758278,109.86323598337442,63.28811784119786,1.0,0.0,0.0,0.6
ppo_T3,412.367982295269,500.2993979949513,110.573973483609,67.50010869432553,1.0,0.0,0.0,0.64
ppo_T3,407.9168390868392,500.2545860912634,111.28421936831037,71.71163607499322,1.0,0.0,0.0,0.68
ppo_T3,403.43728239297616,500.21205063228285,111.99396590554521,78.0298536358866,1.0,0.0,0.0,0.7200000000000001
ppo_T3,398.9293349444682,500.1716759746185,112.7032062307093,82.24232690342328,1.0,0.0,0.0,0.7600000000000001
ppo_T3,394.3930194539191,500.1333523495635,113.41193425416449,86.45432982656557,1.0,0.0,0.0,0.8000000000000002
ppo_T3,389.8283586157624,500.0969755646613,114.12014457875443,90.66588487667563,1.0,0.0,0.0,0.8400000000000002
ppo_T3,385.23537510627614,500.06244672043215,114.82783242613642,94.87795197917696,1.0,0.0,0.0,0.8800000000000002
ppo_T3,380.6140915835976,500.0296719414898,115.5349935709831,99.09199054841191,1.0,0.0,0.0,0.9200000000000004
