model_name,x,y,speed,progress,thr,rev,brk,time
ppo_T2,473.87644801789344,515.7498954645702,100.9084452640501,6.330827325767106,1.0,0.0,0.0,0.04
ppo_T2,469.81136835125136,515.7549239193266,101.6270694177489,10.546819549066598,1.0,0.0,0.0,0.08
ppo_T2,465.7175663483426,515.7596969285814,102.34511963400163,14.760193265681012,1.0,0.0,0.0,0.12
ppo_T2,461.5950649870362,515.764227468966,103.06259626972283,18.972769858080053,1.0,0.0,0.0,0.16
ppo_T2,457.4438872268189,515.7685278578991,103.77949969246173,23.186566332396907,1.0,0.0,0.0,0.2
ppo_T2,453.2640560088096,515.7726097870744,104.49583027922102,27.403216717001445,1.0,0.0,0.0,0.24
ppo_T2,449.0555942557749,515.7764843542476,105.21158841540287,31.62348328443753,1.0,0.0,0.0,0.28
ppo_T2,444.81852487214246,515.7801620934084,105.92677449386922,35.847037171066084,1.0,0.0,0.0,0.32
ppo_T2,440.552870744017,515.7836530034199,106.64138891410323,40.07271498810195,1.0,0.0,0.0,0.36
ppo_T2,436.25865473919407,515.7869665752028,107.35543208146119,44.29897816134598,1.0,0.0,0.0,0.3999999999999999
ppo_T2,431.935899707175,515.790111817539,108.06890440650515,48.52420900893191,1.0,0.0,0.0,0.4399999999999999
ppo_T2,427.5846284791815,515.7930972815647,108.7818063044073,52.74689780558138,1.0,0.0,0.0,0.4799999999999999
ppo_T2,423.2048638681704,515.7959310840178,109.49413819441837,56.96601664258752,1.0,0.0,0.0,0.5199999999999999
ppo_T2,418.79662866884814,515.7986209293063,110.20590049939358,61.18148367407845,1.0,0.0,0.0,0.5599999999999999
ppo_T2,414.3599456576853,515.8011741304541,110.91709364536895,65.3942593724105,1.0,0.0,0.0,0.6
ppo_T2,409.8948375929314,515.8035976289837,111.62771806118353,69.60585144094487,1.0,0.0,0.0,0.64
ppo_T2,405.40132721462936,515.8058980137879,112.33777417814206,73.81755615019415,1.0,0.0,0.0,0.68
ppo_T2,400.8794372446299,515.8080815390441,113.0472624297137,78.0298536358866,1.0,0.0,0.0,0.7200000000000001
ppo_T2,396.32919038660646,515.8101541412173,113.75618325126325,84.34840895663737,1.0,0.0,0.0,0.7600000000000001
ppo_T2,391.7506093260694,515.8121214552,114.46453707981091,88.56012252193192,1.0,0.0,0.0,0.8000000000000002
ppo_T2,387.1437167303809,515.8139888296324,115.17232435381793,92.77176706445437,1.0,0.0,0.0,0.8400000000000002
ppo_T2,382.5085352487688,515.8157613414437,115.87954551299525,96.98463288754544,1.0,0.0,0.0,0.8800000000000002
ppo_T2,377.8450875123421,515.817443809655,116.58620099813241,101.20017130717711,1.0,0.0,0.0,0.9200000000000004
ppo_T2,373.1533961341044,515.8190408084811,117.29229125094494,107.5302692387437,1.0,0.0,0.0,0.9600000000000004
ppo_T2,368.4334837089694,515.8205566797668,117.99781671393787,111.7545227860922,1.0,0.0,0.0,1.0000000000000002
ppo_T2,363.6853728137745,515.8219955447912,118.70277783028395,115.9809902787091,1.0,0.0,0.0,1.0400000000000005
ppo_T2,358.9090860072957,515.8233613154724,119.40717504371491,122.3225182231328,1.0,0.0,0.0,1.0800000000000003
ppo_T2,354.1046458302621,515.824657705003,120.1110087984242,126.55013850956384,1.0,0.0,0.0,1.1200000000000003
ppo_T2,349.2720748053701,515.8258882379455,120.81427953898014,130.77667152936786,1.0,0.0,0.0,1.1600000000000004
ppo_T2,344.4113954372981,515.8270562598144,121.51698771024833,137.1120782900282,1.0,0.0,0.0,1.2000000000000004
ppo_T2,339.5226302127205,515.8281649461725,122.21913375732255,141.33142008900705,1.0,0.0,0.0,1.2400000000000004
ppo_T2,334.6058016003226,515.8292173112635,122.92071812546257,145.54723122811632,1.0,0.0,0.0,1.2800000000000005
ppo_T2,329.6609320508146,515.8302162162079,123.6217412600391,151.8668208758029,1.0,0.0,0.0,1.3200000000000005
ppo_T2,324.68804399694625,515.8311643767811,124.32220360648428,156.07984235070572,1.0,0.0,0.0,1.3600000000000003
ppo_T2,319.68715985352094,515.8320643707972,125.02210561024738,160.29508276653016,1.0,0.0,0.0,1.4000000000000006
ppo_T2,314.6583020174104,515.8329186451173,125.72144771675578,166.62455589891152,1.0,0.0,0.0,1.4400000000000006
ppo_T2,309.6014928675687,515.833729522302,126.42023037137935,170.84848315554729,1.0,0.0,0.0,1.4800000000000006
ppo_T2,304.5167547650469,515.8344992069256,127.1184540193991,175.07467463323624,1.0,0.0,0.0,1.520000000000001
ppo_T2,299.4041100530072,515.8352297915703,127.81611910597923,181.4154823025462,1.0,0.0,0.0,1.5600000000000007
ppo_T2,294.26358105673705,515.8359232625152,128.51322607614182,185.6419541780242,1.0,0.0,0.0,1.6000000000000008
ppo_T2,289.17512608294555,515.8365707882714,127.21137537479026,191.97751903700703,1.0,0.0,1.0,1.6400000000000008
ppo_T2,284.05876747313306,515.8371854197192,127.90896616826309,196.19703064305463,1.0,0.0,0.0,1.6800000000000008
ppo_T2,278.91452755020845,515.8377688278894,128.60599890016988,202.51992202550483,1.0,0.0,0.0,1.7200000000000009
ppo_T2,273.8223646187144,515.8383135894281,127.30407401583558,206.7326804909377,1.0,0.0,1.0,1.760000000000001
ppo_T2,268.7023010175656,515.8388306770808,128.00159068149495,210.94564444626045,1.0,0.0,0.0,1.800000000000001
ppo_T2,263.55435906729764,515.8393214966806,128.69854934164968,217.2695436850437,1.0,0.0,0.0,1.840000000000001
ppo_T2,258.4584970702311,515.8397798083986,127.39655044190911,221.48995908678825,1.0,0.0,1.0,1.880000000000001
ppo_T2,253.4165714613605,515.8163282842223,126.04950371622756,227.8266158294861,1.0,0.0,1.0,1.920000000000001
ppo_T2,248.3484845306488,515.7703634479128,126.70738411648449,232.05347433971784,1.0,0.0,0.0,1.960000000000001
ppo_T2,243.3766332626113,515.7064496274413,124.30655153674657,236.2808836745556,0.0,0.0,1.0,2.000000000000001
ppo_T2,238.45830030625768,515.6234196910127,122.97584376590434,242.6205700321423,1.0,0.0,1.0,2.040000000000001
ppo_T2,233.51341548883929,515.5213974522405,123.64842901028722,246.84434681056783,1.0,0.0,0.0,2.080000000000001
ppo_T2,228.5419301645654,515.4012303703814,124.32343518277449,251.0647652056624,1.0,0.0,0.0,2.120000000000001
ppo_T2,223.6237111942174,515.2656849762874,123.00216053527029,257.3887304257384,1.0,0.0,1.0,2.160000000000001
ppo_T2,218.75862613812228,515.1160283582309,121.68465830366692,261.60170331243944,1.0,0.0,1.0,2.200000000000001
ppo_T2,213.8666501993968,514.9509627494577,122.3689994449894,265.8143907026294,1.0,0.0,0.0,2.240000000000001
ppo_T2,208.9477500617685,514.7711534180531,123.054637152619,272.13715273544983,1.0,0.0,0.0,2.280000000000001
ppo_T2,204.08177697271265,514.5801763876746,121.7429831898637,276.35666922698994,1.0,0.0,1.0,2.320000000000001
ppo_T2,199.3111360022728,514.3821241378321,119.36875628306885,280.5797608718205,0.0,0.0,1.0,2.360000000000001
ppo_T2,194.5931600258028,514.1748363580762,118.06318630871014,284.80554472533447,1.0,0.0,1.0,2.400000000000001
ppo_T2,189.92774171496964,513.959190489551,116.75998660625594,291.14695913428136,1.0,0.0,1.0,2.4400000000000013
ppo_T2,185.31477756022215,513.7360085315753,115.45899834830678,295.3750214248508,1.0,0.0,1.0,2.4800000000000013
ppo_T2,180.75416767978643,513.5060604411002,114.16008115208611,299.601517826048,1.0,0.0,1.0,2.5200000000000014
ppo_T2,176.2458156355991,513.2700673288363,112.86311095571747,303.82127002932435,1.0,0.0,1.0,2.5600000000000014
ppo_T2,171.80024931819312,513.0295904469381,111.30164254510667,308.01842613280104,1.0,1.0,1.0,2.6000000000000014
ppo_T2,167.44926275670443,512.7876210640475,108.94274081057382,312.15120778416264,0.0,0.0,1.0,2.640000000000001
ppo_T2,163.1927334598737,512.5447649811824,106.58629347787543,318.00630640059296,0.0,0.0,1.0,2.680000000000001
ppo_T2,158.9880301123156,512.2983082743253,105.29800315450247,321.39855876907905,1.0,0.0,1.0,2.720000000000001
ppo_T2,154.83507094212766,512.0487719685248,104.01123207724022,325.65690245456386,1.0,0.0,1.0,2.7600000000000016
ppo_T2,150.7374191054432,511.7769483170307,102.66644617459924,325.9906033650447,1.0,0.0,1.0,2.8000000000000016
ppo_T2,146.74283988185476,511.474836734977,100.1496835414847,340.7778439684817,0.0,0.0,1.0,2.8400000000000016
ppo_T2,142.85050746020923,511.1459545641966,97.6550535137908,340.7778439684817,0.0,0.0,1.0,2.8800000000000017
ppo_T2,139.0596373463636,510.7936013478537,95.18025336537556,341.11152807942284,0.0,0.0,1.0,2.9200000000000017
ppo_T2,135.2898917218556,510.4134716086499,94.72156793770718,345.36938618281954,0.0,0.0,0.0,2.9600000000000017
ppo_T2,131.62037805921096,510.0152454070667,92.27646851975257,348.7605843889425,0.0,0.0,1.0,3.0000000000000018
ppo_T2,128.00356707548227,509.6098583127765,90.98647010764023,352.5970388662521,1.0,0.0,1.0,3.040000000000002
ppo_T2,124.43925367741431,509.19837512106375,89.699667002966,356.6621490587106,1.0,0.0,1.0,3.080000000000002
