model_name,x,y,speed,progress,thr,brk,rev
ppo_T1,62.17577037304644,453.23065985517894,37.47959379582806,477.9616644289837,1.0,0.0,0.0
ppo_T1,62.69406491707603,451.79380483553024,38.18688896287304,479.9731768921646,1.0,0.0,0.0
ppo_T1,63.197123956562535,450.32439103987065,38.82851159331712,483.9383140827056,1.0,0.0,0.0
ppo_T1,63.676846566441945,448.82369096274715,39.3877717691982,485.8975513528115,1.0,0.0,0.0
ppo_T1,64.13445047892519,447.2917547499757,39.97053524723323,487.84819881113333,1.0,0.0,0.0
ppo_T1,64.5710915396336,445.7286312313226,40.57408771666272,491.75129508953256,1.0,0.0,0.0
ppo_T1,64.98786685145832,444.1343679863747,41.19600219331364,493.7170975417724,1.0,0.0,0.0
ppo_T1,65.38581775871161,442.50901140706435,41.834113879188926,495.6992604371584,1.0,0.0,0.0
ppo_T1,65.76593267968323,440.8526067570187,42.48649577982244,497.7005875443321,1.0,0.0,0.0
ppo_T1,66.12914979530304,439.16519822789473,43.15143550074138,499.7218942563138,1.0,0.0,0.0
ppo_T1,66.47635960121933,437.4468289928536,43.827413490731864,501.76229990866125,1.0,0.0,0.0
ppo_T1,66.80840733023182,435.6975412573191,44.51308288044338,503.81969568892913,1.0,0.0,0.0
ppo_T1,67.12609525166478,433.91737630715795,45.207250975414055,505.89126272170864,1.0,0.0,0.0
ppo_T1,67.43018485393218,432.1063745544143,45.90886239774208,507.9739466669427,1.0,0.0,0.0
ppo_T1,67.72139891622838,430.26457558072065,46.616983825492284,507.9739466669427,1.0,0.0,0.0
ppo_T1,68.00042347497705,428.39201817850505,47.330790249169375,510.06479978848716,1.0,0.0,0.0
ppo_T1,68.2679096903843,426.4887403901052,48.04955264652027,512.1612180491213,1.0,0.0,0.0
ppo_T1,68.52447561817105,424.55477954489675,48.77262696751909,514.2610591049371,1.0,0.0,0.0
ppo_T1,68.77070789130129,422.5901722945361,49.49944431822281,516.3626775800581,1.0,0.0,0.0
ppo_T1,69.00716331627854,420.59495464641356,50.22950223337885,518.4648873784496,1.0,0.0,0.0
ppo_T1,69.23437038835048,418.569161995408,50.96235693178056,518.4648873784496,1.0,0.0,0.0
ppo_T1,69.45283072974114,416.5128291540292,51.697616454324915,520.5668887578513,1.0,0.0,0.0
ppo_T1,69.66302045482081,414.4259903810294,52.434934591740955,522.6681915115336,1.0,0.0,0.0
ppo_T1,69.86539146592543,412.30867940856274,53.174005516460504,524.7685338231288,1.0,0.0,0.0
ppo_T1,70.06037268334825,410.1609294679651,53.91455904069922,526.867818649792,1.0,0.0,0.0
ppo_T1,70.24837121284793,407.9827733142257,54.65635643023858,528.9660659303992,1.0,0.0,0.0
ppo_T1,70.42977345384718,405.774243249216,55.39918671047562,531.0633749996499,1.0,0.0,0.0
ppo_T1,70.60494615133496,403.5353711437393,56.14286340793225,533.159907542084,1.0,0.0,0.0
ppo_T1,70.77423739433193,401.26618845846133,56.88722167653794,537.3515835420523,1.0,0.0,0.0
ppo_T1,70.93797756363399,398.9667262637779,57.632115763595266,539.4473215562783,1.0,0.0,0.0
ppo_T1,71.09648023141023,396.63701525867435,58.37741677541451,541.5434485504261,1.0,0.0,0.0
ppo_T1,71.25004301510145,394.27708578862774,59.12301070717698,543.6403207706378,1.0,0.0,0.0
ppo_T1,71.3989483879406,391.88696786260005,59.868796705688034,545.7382705259677,1.0,0.0,0.0
ppo_T1,71.54346444829868,389.46669116916934,60.6146855373418,549.9383757237719,1.0,0.0,0.0
ppo_T1,71.68384564994791,387.01628509184184,61.360598236878126,552.0407528978232,1.0,0.0,0.0
ppo_T1,71.82033349522756,384.53577872358716,62.10646491540346,554.1446081508853,1.0,0.0,0.0
ppo_T1,71.95315719299681,382.02520088063585,62.852223708708316,556.2497254312783,1.0,0.0,0.0
ppo_T1,72.08253428316375,379.48458011557676,63.59781984917712,558.3557914770288,1.0,0.0,0.0
ppo_T1,72.20867122948813,376.91394472979,64.34320484658465,562.5692646457121,1.0,0.0,0.0
ppo_T1,72.33176398226985,374.31332278524866,65.08833576483504,564.675946781556,1.0,0.0,0.0
ppo_T1,72.45199851245278,371.6827421157223,65.83317458325119,566.7822056290873,1.0,0.0,0.0
ppo_T1,72.5695513185961,369.0222303374117,66.57768763238953,570.9928176000643,1.0,0.0,0.0
ppo_T1,72.68458990809151,366.33181485904424,67.32184509555674,573.0970752779331,1.0,0.0,0.0
ppo_T1,72.79727325393458,363.6115228914573,68.0656205682633,575.2006787776779,1.0,0.0,0.0
ppo_T1,72.90775222829204,360.8613814566953,68.80899066877838,579.4062401620735,1.0,0.0,0.0
ppo_T1,73.01617001404395,358.08141739664586,69.55193469376846,581.5083618724974,1.0,0.0,0.0
ppo_T1,73.1226624954194,355.2716573812374,70.29443431372124,583.6101314102744,1.0,0.0,0.0
ppo_T1,73.22735862878797,352.43212791622153,71.03647330348804,587.81278046638,1.0,0.0,0.0
ppo_T1,73.33038079461492,349.5628553505608,71.77803730383384,589.9137123239627,1.0,0.0,0.0
ppo_T1,73.43184513153713,346.6638658834417,72.5191136103731,592.0144030457795,1.0,0.0,0.0
ppo_T1,73.5318618534678,343.73518557093223,73.25969098669849,596.2151184232981,1.0,0.0,0.0
ppo_T1,73.63053555059243,340.7768403323022,73.99975949888845,598.315177171302,1.0,0.0,0.0
ppo_T1,73.72796547507397,337.78885595602304,74.73931036891169,602.5147951746736,1.0,0.0,0.0
ppo_T1,73.82424581224434,334.7712581054637,75.47833584473928,604.6143957992869,1.0,0.0,0.0
ppo_T1,73.91946593801923,331.72407232429777,76.21682908523297,608.8132735024383,1.0,0.0,0.0
ppo_T1,74.01371066323628,328.647324041637,76.95478405810478,610.9125800263946,1.0,0.0,0.0
ppo_T1,74.10706046558096,325.5410385769043,77.69219544944288,615.1109927528587,1.0,0.0,0.0
