timesteps,progress,std
1165984,4062.65042058974,3036.4105602437266
1175984,4421.113195381826,2583.59060796565
1185984,2627.442651636713,1203.3153665271645
1195984,5996.318388392343,3340.836596255909
1205984,4566.186259620452,1279.291437834919
1215984,2980.5079385732665,2826.3951243599927
1225984,6030.253789820615,1537.7674755453256
1235984,3579.8957214234297,1756.3459099544245
1245984,2501.094077729203,2331.4496249271106
1255984,5856.460618172768,2079.818275307857
1265984,4570.083367482215,2271.6271853464705
1275984,3318.177875188593,3302.0504711762223
1285984,3449.9287753831413,1594.3019318752151
1295984,4424.41047965183,3381.9586173120892
1305984,5493.932181530678,1555.7618702874734
1315984,4147.844852958531,2998.9289016386065
1325984,5133.274143830358,3110.225559544249
1335984,3774.9220138140167,1575.9534728061533
1345984,4921.680330993484,3346.6125190964476
1355984,5991.776796911587,1474.3398898627545
1365984,2290.129796811174,1520.3399883794175
1375984,5666.30290364943,3087.323835230291
1385984,4310.980450837307,1519.9824008339344
1395984,5336.408637832061,3422.0325529066145
1405984,6457.00446423977,1546.5474898331595
1415984,2811.16633892386,1537.511220445918
1425984,3900.5675910498144,3293.9909646763244
1435984,5422.207581961538,1278.7482525760422
1445984,2319.33059151957,1593.6116044422326
1455984,5882.024417347176,2673.08168062841
1465984,4558.937088800841,1691.6351577742196
1475984,5391.6450537627425,3398.0089510042612
1485984,4087.2796547070193,2448.9043732182845
1495984,2798.3341797806347,1761.0950808568236
1505984,6319.763348965291,2513.6574545266612
1515984,5062.649259440793,1729.11378365953
1525984,3746.9787401952194,3504.497628535831
1535984,3516.1871749643688,2858.7123515708186
1545984,4589.120070327964,1988.5268108485905
1555984,5497.981904771585,2999.3778265060178
1565984,6579.283801574724,1786.6027102546582
1575984,2406.6822061662942,1980.2311142847043
1585984,5844.157191047296,2470.435268598247
1595984,4667.614020428348,2048.264410350871
1605984,3405.6480465874656,2925.1117393041236
1615984,4582.367612590579,2497.097046145275
1625984,3210.649039387805,1962.2430776802844
1635984,6669.87777884322,2408.064607599994
1645984,5357.512499150988,2017.8673212225356
1655984,4097.482242740787,2975.5063808775817
1665984,5474.29526268728,2318.98690700091
1675984,4064.406201796974,1965.6573121325032
1685984,2500.817036373596,3090.186039673345
1695984,5955.049286075825,1493.4884547772742
1705984,2365.161019812574,1491.9405894883319
1715984,4679.5738948695835,3472.2195724219296
1725984,4312.961274488423,1820.6592831572734
1735984,5402.469179762404,3321.1466855461713
1745984,6580.1471612749565,1595.7748507276788
1755984,2801.5341229001156,1651.192771792183
1765984,6273.7018553693915,2787.8857909377193
1775984,5058.221652766304,1702.9411332162192
1785984,3867.524709101257,3237.8411493811686
1795984,6062.979713751581,1138.298354430481
1805984,2380.1081295985605,1162.9141577415103
1815984,5413.358186814711,3077.655751823775
1825984,4103.810588382566,1738.6701354685758
1835984,4418.31613141515,2213.148126811585
1845984,3360.958835164008,3112.6648219848194
1855984,3094.591319805612,2215.0434387396976
1865984,4278.2609168132685,2935.4479452792402
1875984,5340.350916099724,2156.2591186675913
1885984,4076.669096698893,3072.4147865593495
1895984,5132.248339746926,2611.79262156162
1905984,3203.171120668976,1621.3154922725864
1915984,4350.590421916895,3237.47541589261
1925984,3935.40142325641,2357.635365333251
1935984,2504.967305035937,2485.927341694253
1945984,4667.639696345832,3156.8361800059297
1955984,4636.771488265651,2450.4734840327415
1965984,2689.53699950147,1597.0738118272734
1975984,4032.4439187743806,3198.075372791939
1985984,5556.473053295726,1176.179325321902
1995984,2874.0533803730086,1740.158163335746
2005984,4014.1934465717068,3343.7405421652766
2015984,2924.7586786519596,1572.5112303493502
